standard Exponential Lorentz
0.503305 0.55163 1
0.996738 4.33047 1
0.952478 1.0255 1
0.665224 1.01102 1
0.66015 0.856067 1
0.13453 0.579738 1
0.720573 1.50623 1
0.836709 0.238062 1
0.249029 3.76098 1
0.835979 0.359766 1
0.273047 0.650356 1
0.527009 1.64849 1
0.201966 1.20046 1
0.518248 0.346077 1
0.675558 0.231936 1
0.0888029 1.65 1
0.111662 1.96447 1
0.956827 2.3541 1
0.821435 0.0455628 1
0.581286 0.434568 1
0.920339 1.54631 1
0.851041 0.541395 1
0.755841 0.0129203 1
0.927465 0.0804988 1
0.549368 0.278675 1
0.995603 1.41762 1
0.184188 0.097158 1
0.165992 0.24481 1
0.463639 0.507744 1
0.873068 0.641039 1
0.340718 0.0432065 1
0.0916454 0.210219 1
0.693835 0.522184 1
0.0593986 0.00738823 1
0.188208 0.965703 1
0.433835 3.83896 1
0.659857 0.0432202 1
0.589536 0.866042 1
0.660899 0.44458 1
0.158398 1.79233 1
0.427371 0.38409 1
0.27017 2.75892 1
0.199716 1.74854 1
0.418407 0.745351 1
0.683275 0.38488 1
0.917192 1.45002 1
0.479918 5.33558 1
0.454742 0.11497 1
0.850069 0.374033 1
0.356353 0.240871 1
0.283666 0.086026 1
0.593133 1.53238 1
0.207608 2.3602 1
0.634347 0.699318 1
0.679408 0.406256 1
0.0438168 3.0713 1
0.706311 0.833967 1
0.777164 0.586769 1
0.761144 1.32951 1
0.0317805 0.319079 1
0.110007 1.6537 1
0.292444 0.758738 1
0.366855 1.34932 1
0.824702 1.64545 1
0.189504 0.270715 1
0.788583 0.736908 1
0.598773 0.680706 1
0.343668 0.0874235 1
0.608681 0.108218 1
0.0772758 1.03979 1
0.239634 2.02933 1
0.505975 1.27839 1
0.831023 0.0183723 1
0.0963439 0.27814 1
0.898129 0.396996 1
0.43369 0.942531 1
0.472743 2.84665 1
0.250531 0.0340496 1
0.991903 0.183175 1
0.746278 0.937874 1
0.903988 1.0439 1
0.290084 7.56338 1
0.52466 0.410516 1
0.826723 0.048927 1
0.136245 0.0715397 1
0.757415 0.0920837 1
0.541145 0.80193 1
0.100868 1.16845 1
0.934568 0.649198 1
0.114139 0.229873 1
0.624583 2.05253 1
0.797922 0.319753 1
0.17925 0.280309 1
0.853679 0.572369 1
0.778879 2.54404 1
0.571335 0.817362 1
0.513143 0.817686 1
0.804284 0.448514 1
0.424708 0.411933 1
0.864887 0.35276 1
0.707111 0.069706 1
0.185479 0.111196 1
0.415317 0.32485 1
0.526373 0.785972 1
0.634754 2.47608 1
0.206064 0.438305 1
0.294146 0.825338 1
0.324614 2.80308 1
0.665011 0.684014 1
0.648038 0.61065 1
0.290454 0.752701 1
0.544684 0.28795 1
0.272883 1.10765 1
0.189179 1.27881 1
0.56832 0.469849 1
0.4576 1.83558 1
0.0681821 0.0347658 1
0.554188 0.869639 1
0.264324 1.49764 1
0.326806 0.379603 1
0.802706 0.658842 1
0.983709 0.18491 1
0.0946873 0.146768 1
0.773456 0.295927 1
0.509052 0.0354598 1
0.161437 0.516942 1
0.476899 1.74888 1
0.230866 0.728766 1
0.239585 0.577957 1
0.487817 1.07862 1
0.856081 0.399751 1
0.236771 0.516967 1
0.12096 1.73864 1
0.436275 1.30186 1
0.383312 0.0014787 1
0.207943 0.426185 1
0.0456664 2.29178 1
0.332862 1.65434 1
0.361537 0.0495926 1
0.789 0.450549 1
0.433924 0.6637 1
0.0770362 1.79785 1
0.522858 2.55862 1
0.945943 0.187621 1
0.482066 0.131969 1
0.540708 0.234481 1
0.765984 0.259894 1
0.671543 1.24328 1
0.251299 0.0135447 1
0.271678 0.13603 1
0.470435 1.89497 1
0.876591 3.39044 1
0.146217 0.761764 1
0.969338 1.03453 1
0.889131 1.58025 1
0.05715 0.216711 1
0.807034 0.358975 1
0.43445 0.900537 1
0.846823 0.553404 1
0.358347 0.618178 1
0.433595 0.406132 1
0.416704 2.13894 1
0.450408 0.766101 1
0.311274 1.47891 1
0.0316003 2.60266 1
0.24548 0.840067 1
0.629451 0.215148 1
0.818744 0.336817 1
0.20011 2.85094 1
0.239067 2.81585 1
0.920751 0.693054 1
0.831886 0.488558 1
0.760495 0.0697714 1
0.709894 0.61418 1
0.308013 0.157859 1
0.922871 0.586707 1
0.876093 0.145742 1
0.638936 0.444651 1
0.413553 2.66039 1
0.85578 1.27384 1
0.162627 0.0500366 1
0.658159 1.16442 1
0.669552 1.20606 1
0.930408 0.0587556 1
0.694895 0.187435 1
0.389007 0.0700472 1
0.996062 0.458896 1
0.871299 0.0723878 1
0.546701 2.88556 1
0.126924 0.152986 1
0.175336 0.0277031 1
0.31184 2.70421 1
0.548732 0.279412 1
0.682352 2.89828 1
0.698993 0.592434 1
0.341912 0.321846 1
0.0221309 0.691118 1
0.389703 2.25633 1
0.00712708 0.53775 1
0.41515 0.01166 1
0.271529 0.909305 1
0.0354469 0.125608 1
0.336117 0.0864225 1
0.32198 0.475825 1
0.246809 0.217537 1
0.0493291 2.18213 1
0.913122 0.696634 1
0.507548 0.242115 1
0.873103 0.417872 1
0.719418 0.551808 1
0.017057 0.360973 1
0.235534 0.456039 1
0.687484 1.22324 1
0.559175 0.865911 1
0.974142 0.880735 1
0.862427 0.969614 1
0.411157 0.947417 1
0.056259 0.320538 1
0.945528 1.51777 1
0.590841 3.21621 1
0.449305 0.217008 1
0.807743 0.52856 1
0.338318 0.0218995 1
0.720005 0.232535 1
0.787155 0.0708541 1
0.090562 0.545399 1
0.741713 0.330194 1
0.717951 3.97951 1
0.799485 3.62349 1
0.981257 0.0922649 1
0.837817 1.19209 1
0.92077 1.20228 1
0.789252 2.59021 1
0.633662 1.68617 1
0.111488 1.15279 1
0.743428 0.354347 1
0.0158638 1.79994 1
0.811527 0.540774 1
0.203828 3.91487 1
0.794067 0.277097 1
0.180083 1.24993 1
0.475902 2.16245 1
0.20665 0.0162797 1
0.955865 1.57817 1
0.134553 0.0918594 1
0.521367 0.641375 1
0.336307 0.236115 1
0.479877 1.54417 1
0.539298 1.5121 1
0.674063 0.121899 1
0.479333 0.000436867 1
0.467779 0.172657 1
0.551661 1.36943 1
0.297499 0.59342 1
0.762692 1.38955 1
0.270008 0.162002 1
0.920357 0.167808 1
0.244836 1.75759 1
0.230237 0.0332611 1
0.643909 0.968677 1
0.252474 0.998847 1
0.950888 0.678196 1
0.0350445 3.41795 1
0.775677 1.30959 1
0.168211 2.08104 1
0.331532 0.716604 1
0.384322 0.208897 1
0.142902 2.97778 1
0.697351 0.285601 1
0.567068 0.329667 1
0.367784 0.0778254 1
0.761594 1.76338 1
0.969079 0.0842907 1
0.960051 2.38978 1
0.299055 2.21624 1
0.608831 0.312938 1
0.0868969 0.187923 1
0.404095 1.96015 1
0.308466 1.33085 1
0.332435 0.525368 1
0.36568 0.325032 1
0.861482 0.514761 1
0.61934 0.217021 1
0.0509262 0.376577 1
0.859889 0.584557 1
0.0633264 1.06918 1
0.66172 0.731453 1
0.81573 3.71386 1
0.570849 0.040965 1
0.512506 0.00789663 1
0.339685 0.339743 1
0.764378 1.73285 1
0.845771 3.9008 1
0.0383135 0.270303 1
0.251777 2.17621 1
0.155951 0.0167537 1
0.449609 0.11642 1
0.531111 0.580383 1
0.318196 1.42798 1
0.271993 1.40506 1
0.499372 0.437968 1
0.139677 0.775941 1
0.411666 0.264218 1
0.917734 0.17268 1
0.014343 0.426362 1
0.863974 0.497149 1
0.508438 0.632294 1
0.205963 2.66526 1
0.0889025 0.61749 1
0.998897 3.34692 1
0.327472 1.09482 1
0.091925 1.85901 1
0.689867 0.378026 1
0.813163 0.220071 1
0.134207 0.503308 1
0.300952 0.893732 1
0.589107 0.806681 1
0.871549 1.13633 1
0.543727 1.3123 1
0.8063 2.42016 1
0.95477 0.500979 1
0.873671 0.886652 1
0.928722 1.58935 1
0.734151 0.143645 1
0.349827 2.75302 1
0.290575 0.0107585 1
0.0512682 0.0438225 1
0.763539 4.006 1
0.252513 0.318877 1
0.589585 0.175442 1
0.393763 0.145708 1
0.924916 0.060885 1
0.366086 0.165184 1
0.762769 1.21061 1
0.431615 2.6807 1
0.762222 0.0292671 1
0.790414 0.513769 1
0.185571 0.900307 1
0.805722 1.79819 1
0.596051 1.68773 1
0.169175 3.31189 1
0.656735 0.152232 1
0.52217 0.958301 1
0.00233161 2.10616 1
0.00669276 0.846646 1
0.591629 0.559901 1
0.404555 1.09393 1
0.400748 1.959 1
0.989046 0.928483 1
0.698143 0.663459 1
0.994268 0.181514 1
0.0349318 1.37502 1
0.0854382 0.16266 1
0.652945 0.750357 1
0.848092 1.58842 1
0.733662 1.58818 1
0.906731 1.85492 1
0.0682016 1.62434 1
0.101328 0.781716 1
0.186418 0.201628 1
0.936396 1.22099 1
0.802969 3.68955 1
0.598145 2.5483 1
0.471533 2.99147 1
0.221312 0.246006 1
0.993825 0.0432952 1
0.657125 0.510584 1
0.0709159 3.88101 1
0.53114 1.29974 1
0.27669 0.429949 1
0.426338 1.20443 1
0.328239 0.167158 1
0.199361 0.666607 1
0.923075 1.22402 1
0.0443915 3.62475 1
0.400122 1.6031 1
0.399261 0.00968167 1
0.052392 1.88894 1
0.686585 1.50647 1
0.261104 2.31383 1
0.755614 1.54863 1
0.897013 1.13192 1
0.731731 0.482975 1
0.708078 0.35064 1
0.437847 1.81538 1
0.134024 1.40607 1
0.397587 0.10949 1
0.929744 0.373112 1
0.432005 0.354482 1
0.55919 0.920674 1
0.39204 3.85243 1
0.82908 0.876409 1
0.974608 0.923612 1
0.522627 0.19282 1
0.512757 2.34016 1
0.585683 0.926915 1
0.298048 0.320244 1
0.386567 1.01187 1
0.268365 3.19506 1
0.000105231 1.73122 1
0.249639 1.21199 1
0.274093 2.07549 1
0.0264173 1.3639 1
0.960439 2.89303 1
0.0889133 0.289625 1
0.180765 0.285648 1
0.923381 0.551967 1
0.304884 0.962933 1
0.142895 1.00584 1
0.401875 0.396422 1
0.774124 0.521066 1
0.721697 1.04207 1
0.0283921 2.73839 1
0.626075 0.00679694 1
0.936379 0.299199 1
0.834898 1.35875 1
0.0740864 0.110428 1
0.0570607 2.15844 1
0.931456 3.14563 1
0.881693 1.49317 1
0.35233 1.62779 1
0.80079 0.0565222 1
0.476905 1.54292 1
0.413323 0.652704 1
0.538787 0.981648 1
0.404599 0.140663 1
0.299582 0.444296 1
0.168831 0.174207 1
0.553942 1.74082 1
0.920956 0.111138 1
0.986934 0.00519531 1
0.0111346 0.850114 1
0.71919 0.913158 1
0.913243 0.164026 1
0.487412 0.235908 1
0.813052 1.58726 1
0.815789 1.78038 1
0.300734 0.504351 1
0.443671 0.47808 1
0.0802787 0.589919 1
0.0200135 0.214368 1
0.388145 0.652145 1
0.0591084 1.66005 1
0.447391 0.564573 1
0.974071 0.0752599 1
0.531156 0.0987797 1
0.852824 1.07389 1
0.937029 2.31421 1
0.22971 0.583501 1
0.998849 0.025996 1
0.612248 0.955688 1
0.892649 3.92136 1
0.679224 0.272906 1
0.209111 0.0962242 1
0.737434 3.69285 1
0.0493578 0.065585 1
0.294213 2.87005 1
0.791744 0.23526 1
0.58587 0.477118 1
0.469021 0.114034 1
0.172693 2.00118 1
0.19099 0.0729476 1
0.440063 0.971478 1
0.615337 1.46116 1
0.415072 0.321876 1
0.724892 2.34294 1
0.369164 1.43174 1
0.168005 0.0452086 1
0.293088 0.523724 1
0.300497 0.0419433 1
0.0463818 0.324245 1
0.165298 0.005328 1
0.345949 1.74742 1
0.124465 0.990019 1
0.990512 0.0437041 1
0.519854 0.316752 1
0.955821 0.757674 1
0.687707 0.460012 1
0.665947 0.275926 1
0.0786849 0.444466 1
0.361037 0.101285 1
0.635829 1.11871 1
0.313097 1.27871 1
0.306289 0.352063 1
0.418643 0.165875 1
0.61653 0.703218 1
0.671172 0.287989 1
0.877228 1.04551 1
0.406086 1.3328 1
0.22869 0.760963 1
0.247281 0.227943 1
0.395149 0.235004 1
0.151398 1.07341 1
0.350327 0.387249 1
0.298246 1.73477 1
0.939279 0.222765 1
0.417329 0.83434 1
0.614495 0.172314 1
0.0114059 0.903277 1
0.913099 0.161018 1
0.0716343 0.425415 1
0.0104791 0.0288584 1
0.753971 1.43048 1
0.875842 0.364036 1
0.705706 1.07456 1
0.545648 0.115776 1
0.931702 1.07611 1
0.724481 0.19031 1
0.288606 1.0226 1
0.800326 0.241684 1
0.650248 0.503934 1
0.217053 0.754802 1
0.653393 0.200507 1
0.889897 1.15876 1
0.668443 0.540943 1
0.748828 0.396403 1
0.316526 2.08418 1
0.816927 0.682818 1
0.203158 0.718244 1
0.278539 0.760102 1
0.756761 0.142754 1
0.109604 0.846574 1
0.0894668 0.80661 1
0.0265434 2.76824 1
0.973823 0.879901 1
0.815715 1.175 1
0.186313 0.57582 1
0.110323 0.032708 1
0.274485 0.452155 1
0.824422 0.490275 1
0.283696 1.68221 1
0.631668 0.434926 1
0.87848 0.101395 1
0.748147 0.363775 1
0.11841 1.40711 1
0.276608 0.602833 1
0.40165 0.418073 1
0.497233 2.31871 1
0.416243 2.6784 1
0.532632 0.611372 1
0.580426 4.11475 1
0.660094 0.398067 1
0.59264 0.372416 1
0.873011 0.917763 1
0.990283 4.31923 1
0.957032 0.431647 1
0.273185 0.25064 1
0.316337 0.403387 1
0.940279 0.598826 1
0.618718 0.189522 1
0.0208268 1.35597 1
0.658502 0.722146 1
0.373899 0.912572 1
0.458769 0.849851 1
0.428085 3.92388 1
0.317862 0.576584 1
0.369624 0.064221 1
0.728231 1.04267 1
0.367938 0.947085 1
0.462496 0.393706 1
0.828186 0.511215 1
0.278995 0.280233 1
0.983801 0.0581296 1
0.137555 0.977271 1
0.991363 0.520734 1
0.999956 0.752518 1
0.692806 0.530194 1
0.123284 0.968572 1
0.61214 0.764398 1
0.457469 0.924002 1
0.802126 0.855981 1
0.77919 0.116197 1
0.659508 0.260264 1
0.859726 0.338929 1
0.488671 0.194668 1
0.122156 0.470314 1
0.383514 0.646038 1
0.218733 0.756283 1
0.0302811 1.07687 1
0.707374 0.560849 1
0.0961925 0.490197 1
0.40571 0.0271405 1
0.932345 0.31135 1
0.798288 0.0602763 1
0.0695737 1.45017 1
0.843974 1.75667 1
0.567256 0.246617 1
0.999299 0.0214641 1
0.159503 0.755929 1
0.17234 0.889376 1
0.203587 3.22738 1
0.562673 3.09551 1
0.998782 1.27021 1
0.31233 2.1095 1
0.884503 0.48002 1
0.455393 2.00271 1
0.449093 1.97496 1
0.111104 0.151416 1
0.0264566 2.86132 1
0.875069 0.172077 1
0.261099 0.406709 1
0.892113 1.33781 1
0.324448 4.01653 1
0.0354145 0.168949 1
0.0874225 0.7507 1
0.766529 0.401416 1
0.512196 0.737255 1
0.906144 0.020321 1
0.864238 4.33289 1
0.0362728 2.33851 1
0.646779 1.06738 1
0.300928 0.842796 1
0.582801 0.268662 1
0.205764 0.428324 1
0.248389 0.531512 1
0.777702 0.113006 1
0.290305 1.24387 1
0.422721 1.46796 1
0.176454 0.79555 1
0.672103 0.183788 1
0.186292 0.724179 1
0.152762 1.9487 1
0.381904 0.412957 1
0.0570789 2.64361 1
0.531853 1.87732 1
0.778993 1.84064 1
0.428857 0.534321 1
0.24621 0.51295 1
0.0978762 1.36512 1
0.983111 2.24788 1
0.183342 0.414707 1
0.777492 1.9337 1
0.598511 1.05453 1
0.242038 0.509091 1
0.546519 3.21285 1
0.677128 0.058245 1
0.258149 0.661821 1
0.753178 0.428024 1
0.258476 1.13393 1
0.664341 1.22552 1
0.83495 0.130943 1
0.427755 0.330918 1
0.278288 1.15638 1
0.179665 0.330774 1
0.280175 3.76155 1
0.267275 0.964472 1
0.187354 0.75463 1
0.468157 0.775851 1
0.178033 1.14773 1
0.121236 2.44838 1
0.565837 0.18058 1
0.0994139 0.0686593 1
0.331989 1.41113 1
0.329149 0.612469 1
0.924528 0.292656 1
0.33809 0.113188 1
0.705663 1.0707 1
0.547472 0.852357 1
0.073877 1.38359 1
0.678333 1.33447 1
0.473579 0.239502 1
0.779193 1.90585 1
0.78406 3.45304 1
0.0155499 0.432872 1
0.491876 0.756521 1
0.543656 0.262623 1
0.209411 3.96752 1
0.648197 0.142248 1
0.0830686 1.18473 1
0.686303 0.0875096 1
0.26072 0.488449 1
0.285793 0.163293 1
0.882409 1.83081 1
0.627995 0.020488 1
0.321883 1.12468 1
0.0985041 0.21561 1
0.575153 0.273485 1
0.143456 1.94842 1
0.304005 0.541089 1
0.595973 0.335593 1
0.842031 0.299544 1
0.946302 0.986167 1
0.860015 0.809028 1
0.692403 1.10596 1
0.620721 0.521416 1
0.508583 0.675777 1
0.964357 2.38927 1
0.0313626 0.37647 1
0.999559 2.67904 1
0.376456 0.660347 1
0.282663 0.946019 1
0.743616 0.885821 1
0.519931 1.59172 1
0.637463 1.78525 1
0.571191 0.0560542 1
0.93716 1.18144 1
0.428577 0.534284 1
0.682157 1.35924 1
0.479946 2.80484 1
0.919337 0.00481373 1
0.261904 1.94973 1
0.672887 0.791367 1
0.780064 0.745915 1
0.381497 0.0560632 1
0.0515064 1.31031 1
0.531205 0.714412 1
0.357453 1.11693 1
0.398492 0.397242 1
0.122513 0.403333 1
0.284447 2.67554 1
0.941564 0.124277 1
0.375978 0.0797641 1
0.841753 3.48633 1
0.429898 1.34634 1
0.0702511 2.12514 1
0.191733 0.320011 1
0.407646 0.361623 1
0.895875 0.352055 1
0.297242 2.06315 1
0.303261 1.91532 1
0.723303 0.95272 1
0.17393 0.931449 1
0.164963 1.484 1
0.0189716 0.208191 1
0.142659 0.245538 1
0.39194 0.404534 1
0.498106 0.0468345 1
0.346918 0.0439953 1
0.229211 0.435834 1
0.277548 3.28595 1
0.597116 0.533397 1
0.642227 0.0662053 1
0.139588 0.611417 1
0.0644773 1.0101 1
0.868982 4.02539 1
0.876998 0.584129 1
0.580067 0.695836 1
0.0164955 1.42563 1
0.237483 0.309232 1
0.865997 0.180426 1
0.942076 0.103279 1
0.137226 1.73466 1
0.707237 0.0950918 1
0.715431 1.96437 1
0.880621 0.430989 1
0.206653 4.49767 1
0.0651068 0.47172 1
0.544328 0.988903 1
0.6538 0.371159 1
0.10169 0.366181 1
0.707122 0.503557 1
0.98861 0.542687 1
0.607342 1.44977 1
0.639083 1.9139 1
0.766179 1.30965 1
0.873222 2.0266 1
0.599567 0.758413 1
0.301365 2.28486 1
0.341209 1.96618 1
0.870178 0.76292 1
0.471832 0.181902 1
0.203522 0.547717 1
0.916947 0.576081 1
0.998933 3.26783 1
0.149076 0.0103068 1
0.719209 3.62148 1
0.708146 1.04321 1
0.925288 2.28109 1
0.0945902 1.04438 1
0.156188 0.0577545 1
0.325276 1.44567 1
0.537209 0.670874 1
0.851754 0.893404 1
0.753332 2.01455 1
0.971174 1.56422 1
0.988252 1.87097 1
0.71075 0.593273 1
0.724114 0.354776 1
0.439521 1.36615 1
0.975458 0.813119 1
0.28687 1.28935 1
0.908468 0.942623 1
0.0645974 0.418736 1
0.538748 0.525126 1
0.35402 0.228947 1
0.287027 1.84738 1
0.0048025 0.146287 1
0.11926 2.38701 1
0.726544 0.878423 1
0.78584 3.23399 1
0.835621 0.0156467 1
0.387435 0.317666 1
0.627155 0.770995 1
0.739123 0.657663 1
0.355794 1.53431 1
0.746648 0.133721 1
0.840092 2.19186 1
0.521642 3.00495 1
0.216711 0.803457 1
0.140023 1.19755 1
0.266923 0.389741 1
0.306939 1.27696 1
0.881605 0.146525 1
0.447965 5.87778 1
0.236531 0.836698 1
0.904414 2.69039 1
0.388868 0.921994 1
0.379561 0.244046 1
0.248609 1.45847 1
0.0858208 2.28291 1
0.282326 0.843631 1
0.256127 0.120139 1
0.647914 1.43732 1
0.794177 0.262591 1
0.198935 1.46793 1
0.789903 0.991116 1
0.149719 1.92747 1
0.856324 0.390511 1
0.25829 0.682719 1
0.111519 1.08554 1
0.999522 1.58482 1
0.171271 0.14548 1
0.334294 1.03244 1
0.539027 0.677342 1
0.904677 0.0668461 1
0.353234 4.98836 1
0.23208 1.3781 1
0.457744 0.348053 1
0.493814 1.23876 1
0.160412 4.14187 1
0.936045 0.137689 1
0.14905 1.87955 1
0.931881 0.509233 1
0.0836834 2.91578 1
0.599814 1.21921 1
0.32887 1.17736 1
0.15338 1.6252 1
0.705575 0.878404 1
0.446996 0.191098 1
0.80054 0.641127 1
0.901618 1.10806 1
0.0272 0.318206 1
0.842203 1.30554 1
0.16579 0.294974 1
0.0240112 0.114239 1
0.213859 0.11788 1
0.543521 0.142638 1
0.551877 0.518694 1
0.137947 1.4989 1
0.0993391 0.194132 1
0.597381 0.115003 1
0.288762 3.2151 1
0.432357 0.292503 1
0.441624 3.91199 1
0.990571 0.487298 1
0.300145 1.92608 1
0.809752 0.289734 1
0.121877 0.341861 1
0.506469 0.584356 1
0.455135 0.0867604 1
0.323499 0.36131 1
0.163689 4.09979 1
0.186894 0.942823 1
0.468245 0.00840926 1
0.665794 1.31512 1
0.216378 1.25456 1
0.28935 0.916383 1
0.245741 0.0391713 1
0.772123 0.263011 1
0.746538 0.216478 1
0.0326918 0.13929 1
0.373599 0.578226 1
0.105689 0.233362 1
0.024268 3.06392 1
0.0920751 1.71375 1
0.150364 0.0433844 1
0.266858 0.767728 1
0.639004 1.67046 1
0.554738 0.132273 1
0.0170373 0.088563 1
0.853358 2.34601 1
0.95539 0.00768486 1
0.668845 0.337815 1
0.162176 1.50086 1
0.310661 0.155461 1
0.999001 0.239404 1
0.46418 0.185766 1
0.626162 2.26641 1
0.411593 0.587998 1
0.778317 0.735524 1
0.420474 0.926659 1
0.442953 0.837467 1
0.261039 0.267512 1
0.19245 0.0287434 1
0.499988 0.82692 1
0.695673 0.404081 1
0.826002 0.943743 1
0.289567 1.68763 1
0.707731 3.61022 1
0.185366 2.31128 1
0.152226 2.24403 1
0.730628 0.0143508 1
0.026257 0.180774 1
0.487856 2.36456 1
0.0736959 0.535175 1
0.535147 0.152111 1
0.191934 0.89482 1
0.175569 0.441323 1
0.497294 0.926307 1
0.354727 2.5249 1
0.904294 0.154499 1
0.989632 2.91105 1
0.616707 0.634172 1
0.106718 0.392432 1
0.226674 1.65743 1
0.748789 0.202826 1
0.761558 0.661246 1
0.431519 0.500505 1
0.15066 2.06316 1
0.168265 0.993258 1
0.322215 1.2579 1
0.39599 0.384903 1
0.533508 2.31749 1
0.832539 2.19594 1
0.329461 2.46452 1
0.591571 0.299165 1
0.320075 0.786497 1
0.0260441 0.20785 1
0.0512782 0.533523 1
0.364762 2.67798 1
0.540953 3.26372 1
0.586565 0.287649 1
0.355524 1.27681 1
0.621555 0.237957 1
0.917314 0.740965 1
0.424931 2.68949 1
0.75489 0.0300137 1
0.374392 0.182773 1
0.850109 0.483887 1
0.775565 0.162014 1
0.895768 0.536201 1
0.014761 0.184524 1
0.444976 0.519263 1
0.935407 0.681987 1
0.890752 0.135757 1
0.917272 0.356558 1
0.311709 1.05484 1
0.450185 0.825843 1
0.159391 0.205869 1
0.289008 0.0667047 1
0.934237 2.01778 1
0.0594101 0.336631 1
0.386314 1.17311 1
0.704233 1.6341 1
0.158369 1.40583 1
0.763739 2.20786 1
0.601362 0.314169 1
0.19872 3.63714 1
0.983407 2.37259 1
0.0854989 1.54295 1
0.223195 0.593597 1
0.485622 1.75487 1
0.532338 0.544863 1
0.816573 1.03394 1
0.894902 0.134742 1
0.29802 2.03048 1
0.44439 1.94071 1
0.555054 1.54504 1
0.00524424 1.13582 1
0.220136 1.55448 1
0.582974 0.856993 1
0.296916 0.234101 1
0.578742 0.598061 1
0.954263 0.310627 1
0.949852 1.12449 1
0.851543 0.186465 1
0.597081 1.47189 1
0.754301 0.128248 1
0.0796985 3.32761 1
0.376546 0.107174 1
0.367359 0.581261 1
0.866518 0.43279 1
0.464124 0.585949 1
0.770579 0.237089 1
0.0820886 0.387606 1
0.0368347 2.54711 1
0.195164 1.08588 1
0.821525 1.46292 1
0.743281 4.06075 1
0.411072 2.88305 1
0.968647 1.27124 1
0.0866943 1.23594 1
0.888427 5.12714 1
0.0659605 0.945886 1
0.759818 0.513205 1
0.592731 0.664645 1
0.51889 0.549668 1
0.716128 2.76858 1
0.257946 0.634104 1
0.103479 0.785664 1
0.968745 0.679071 1
0.25404 0.389317 1
0.873083 0.0409651 1
0.337856 0.599902 1
0.561034 0.637845 1
0.260433 0.584916 1
0.624898 1.02419 1
0.9569 0.585129 1
0.393888 0.0494068 1
0.692759 2.54709 1
0.277808 0.372031 1
0.115998 0.829393 1
0.815089 0.539619 1
0.995642 0.0277804 1
0.954267 0.132432 1
0.0373569 2.39738 1
0.632994 0.929983 1
0.913395 0.122891 1
0.363667 0.0352029 1
0.447915 1.40571 1
0.146009 0.371371 1
0.509831 2.69935 1
0.421231 1.80105 1
0.304209 0.402708 1
0.141989 0.780658 1
0.160555 0.0977889 1
0.061649 0.513566 1
0.349488 0.0469436 1
0.332217 0.0650493 1
0.579616 0.172459 1
0.606835 2.93462 1
0.48722 0.394504 1
0.669614 0.191162 1
0.934059 0.946197 1
0.225757 0.935568 1
0.382873 1.33921 1
0.804096 0.685978 1
0.600939 1.18306 1
0.395077 2.4595 1
0.202578 0.374589 1
0.914681 0.844733 1
0.602527 0.37054 1
0.369553 0.181341 1
0.949271 0.389508 1
0.412154 0.33544 1
0.843646 0.037841 1
0.506528 1.9237 1
0.856821 0.26424 1
0.830431 0.287212 1
0.253496 0.422331 1
0.834124 0.768321 1
0.0492148 1.69179 1
0.640837 0.621831 1
0.24257 0.559465 1
0.951152 0.084735 1
0.870255 0.152968 1
0.971416 0.248986 1
0.618773 0.245014 1
0.610575 0.445083 1
0.550723 0.315394 1
0.252286 1.18069 1
0.517893 2.84026 1
0.0482059 0.174444 1
0.222092 0.212215 1
0.815467 0.708148 1
0.900024 1.77878 1
0.124097 0.76935 1
0.632604 0.239953 1
0.350229 1.83339 1
0.810166 1.38911 1
0.963846 1.1065 1
0.602786 0.227734 1
0.967924 1.68024 1
0.618447 0.628867 1
0.308177 1.10447 1
0.509672 1.13575 1
0.297519 0.81812 1
0.720417 0.655188 1
0.9573 0.0798236 1
0.554738 1.27897 1
0.567384 0.327123 1
0.223689 0.553698 1
0.256479 2.75347 1
0.79857 0.476989 1
0.801741 0.824541 1
0.663373 0.889811 1
0.70419 0.8937 1
0.890713 3.37351 1
0.0618744 0.554558 1
0.121012 0.897398 1
0.636419 0.533514 1
0.94737 0.434598 1
0.801599 0.0325139 1
0.771888 0.229109 1
0.180836 1.08189 1
0.400065 1.12586 1
0.811419 0.383504 1
0.0120285 0.135076 1
0.882438 4.96981 1
0.0290426 0.182461 1
0.542739 0.262415 1
0.233268 1.39871 1
0.6461 2.38961 1
0.386031 0.304335 1
0.697624 1.27642 1
0.993158 1.8672 1
0.958468 1.00626 1
0.888372 0.590028 1
0.424935 1.4236 1
0.893222 0.0615266 1
0.247566 1.18055 1
0.923076 0.100235 1
0.082981 0.895126 1
0.717287 1.26201 1
0.188058 0.627126 1
0.133827 0.0872345 1
0.833504 0.173828 1
0.230804 0.506179 1
0.706578 0.301167 1
0.881463 0.0869649 1
0.0622172 1.02903 1
0.0979469 0.105265 1
0.297119 0.545259 1
0.780361 0.0847158 1
0.236109 0.844513 1
0.387722 0.193175 1
0.401911 0.609027 1
0.736936 3.86874 1
0.985115 2.07676 1
0.521636 0.094701 1
0.398245 0.76851 1
0.476058 0.542577 1
0.332027 5.02674 1
0.828034 1.00228 1
0.974561 0.456221 1
0.966609 0.0493528 1
0.704852 5.43064 1
0.332761 0.590998 1
0.167007 1.74334 1
0.185003 1.65992 1
0.984258 0.505863 1
0.409276 4.1435 1
0.316391 2.31207 1
0.427831 2.16043 1
0.918003 0.611726 1
0.466981 0.150929 1
0.91967 1.15047 1
0.950711 0.79649 1
0.0457763 0.413697 1
0.163676 0.0244537 1
